"X1.501","Company.Names","Company.Names2","Min.Value","Max.Value","Change","Perc.Change"
210,"HCP","HCP",28.46,34.19,5.73,0.201335207308503
211,"Home Depot","Home Depot",27.5,28.17,0.670000000000002,0.0243636363636364
212,"Hess Corp","Hess Corp",52.93,51.24,-1.69,-0.0319289627810315
213,"Hartford Finl Services Gp","Hartford Finl Services Gp",20.56,20.13,-0.43,-0.0209143968871595
214,NA,NA,39.03,47.1,8.07,0.206764027671022
215,"Harley-Davidson","Harley-Davidson",22.21,25.21,3,0.135074290859973
216,"Honeywell International","Honeywell International",36.32,40.64,4.32,0.118942731277533
217,"Starwood Hotels&Res World","Helmerich & Payne",30.35,36.33,5.98,0.197034596375618
218,"Hewlett-Packard","Hewlett-Packard",44.78,39.85,-4.93,-0.110093791871371
219,"H & R Block","H & R Block",17.61,13.47,-4.14,-0.235093696763203
220,"Hormel Foods","Hormel Foods",37.99,43.48,5.48999999999999,0.144511713608844
221,"Harris Corp","Harris Corp",35.23,42.76,7.53,0.213738291229066
222,"Hospira","Hospira",40.32,51.32,11,0.27281746031746
223,"Host Hotels & Resorts","Host Hotels & Resorts",10.58,13.43,2.85,0.26937618147448
224,"Hershey Co","Hershey Co",39.66,47.74,8.08000000000001,0.203731719616742
225,"Humana","Humana",36.05,48.51,12.46,0.345631067961165
226,"International Bus. Machines","International Bus. Machines",119.9,127.5,7.59999999999999,0.0633861551292743
227,"Intercontinental Exchange","Intercontinental Exchange",95.94,97.05,1.11,0.0115697310819262
228,"International Flavors/Fragr","International Flavors/Fragr",36.31,45.83,9.52,0.262186725419994
229,NA,NA,20.79,15.33,-5.46,-0.262626262626263
230,"Intel Corp","Intel Corp",18.8901,18.91,0.0198999999999998,0.00105346186626856
231,"Intuit","Intuit",28.62,44.6,15.98,0.558350803633823
232,"International Paper","International Paper",21.18,21.21,0.0300000000000011,0.0014164305949009
233,"Interpublic GroupCompanies","Interpublic GroupCompanies",6.47,8.57,2.1,0.324574961360124
234,"Iron Mountain","Iron Mountain",29.55,21.58,-7.97,-0.269712351945855
235,"Intuitive Surgical","Intuitive Surgical",230.74,293.5,62.76,0.271994452630667
236,NA,NA,50.95,44.17,-6.78,-0.133071638861629
237,"Illinois Tool Works","Illinois Tool Works",42.29,42.1,-0.189999999999998,-0.00449278789311889
238,"INVESCO Ltd","INVESCO Ltd",20.25,18.5,-1.75,-0.0864197530864197
239,NA,"",9.35,NA,NA,NA
240,NA,NA,10.71,11.17,0.459999999999999,0.0429505135387487
241,"Johnson Controls","Johnson Controls",25.49,28.03,2.54,0.099646920360926
242,NA,NA,31.26,21.18,-10.08,-0.322456813819578
243,NA,NA,6.52,10.42,3.9,0.598159509202454
244,"Jacobs Engineering Group","Jacobs Engineering Group",46.79,35.4,-11.39,-0.243428082923702
245,"Johnson & Johnson","Johnson & Johnson",61.03,58.74,-2.29,-0.0375225299033262
246,"Juniper Networks","Juniper Networks",24.61,27.24,2.63,0.106867127184071
247,NA,NA,13.69,10,-3.69,-0.269539810080351
